,model,prompt,generated_text
16,Sakonii/distilgpt2-nepali,घरमा किशोरले ,"घरमा किशोरले  भने, ‘एउटा घरमा म पनि छोरी हुँ र मलाई कुनै घर पनि छैन, मैले दुई चार वर्षको छोरा हुँदा पनि स्कुलमै छँदा बुबाले जे गर्छ भनेर दुःखेसो गर्नु भयो । ‘कोही भएर स्कुल आउनू भन्दा त म स्कुल नै"
17,Sakonii/distilgpt2-nepali,घरमा किशोरले ,घरमा किशोरले  यौन उत्तेजना बढाउन प्रयोग गरिने एन्टिवायोटिकका मात्रा बढी भएका कण्डमको अवशेष बारे अध्ययन अनुसन्धान गर्ने । सन् २०१४ मा जापानमा गरिएको एक अध्ययनबाट पत्ता लागेको हो भने सन् २०१५ मा चीनमा गरिएको एक अध्ययनले देखाएको छ । जापानमा गरिएको सर्वेक्षण
18,Sakonii/distilgpt2-nepali,घरमा किशोरले ,घरमा किशोरले  आफ्नी सानी बहिनीलाई समेत बलात्कार गरेका थिए । युवतीको एक युवकले आफूलाई बलात्कार गर्न लगाएको आरोप लगाएकी थिइन् । उनले आफ्ना पति र छोरालाई आफूले बलात्कार गर्न थालेको र त्यसपछि परिवारले नै त्यो आरोपको खण्डन गरेको बताइएको छ ।
19,Sakonii/distilgpt2-nepali,घरमा किशोरले ,घरमा किशोरले  किशोर तथा वयस्क दुवै उमेरभन्दा बालिकामाथि यौन हिंसा गर्ने गरेका छन् । प्रतिक्रिया दिनुहोस् – नेपाल राष्ट्रिय अपाङ्ग महासंघ नेपालले वि.सं. २०६८ श्रावण १५ गते काठमाण्डौमा आयोजना गरेको राष्ट्रिय अपाङ्ग महासंघका महासचिव डा.रामेश श्रेष्ठले वर्तमान समस्या पहिचान तथा
20,Sakonii/distilgpt2-nepali,घरमा किशोरले ,"घरमा किशोरले  आफ्नी श्रीमतीसँग मिलेर बलात्कार गरी हत्या गरेका थिए । पक्राउ पर्नेमा धनुषाको जनकपुरधाम उपमहानगरपालिका–१४ स्थित रहेको लालझेना गम्हरिया टोलका २९ वर्षीय रामजानकन, जानकी गाउँपालिका– ३ बस्ने ५५ वर्षीय रामतन मण्डल"
21,Sakonii/distilgpt2-nepali,घरमा किशोरले ,घरमा किशोरले  आफ्नो यौन जीवन साथीलाई नै बर्बाद गरेर राखे । पछि उनीहरुले केही वर्ष अगाडि सेक्स पार्टनर बनी । आफ्नो यौनजीवनलाई पनि सुखी बनाउन उनीहरु यौन खेलौनाहरुको प्रयोग गर्न हिच्किचाउँछन् । यो पोष्टलाई शेयर गर्नुहोस् Messenger
22,Sakonii/distilgpt2-nepali,घरमा किशोरले ,"घरमा किशोरले  मदिरा सेवन गर्दा उनीहरुमा एचआईभी संक्रमण भेटिएको थियो । - ""अब हामीले सोचेको भन्दा बढी नै राम्रो हो भन्ने महसुस गरिरहेका छाैं। किनकी एक बोतल पानीको बोतल हामीले दुई पटक मात्र भरेकाे छ भने अरु कुरा पछि पनि"
23,Sakonii/distilgpt2-nepali,घरमा किशोरले ,घरमा किशोरले  पनि आत्महत्या गर्न सक्छ । यस साता १ अर्ब १४ करोड ४३ लाख ८० हजार रुपैयाँको शेयर कारोबार भएको छ । क वर्गका कम्पनीको कारोबारको मापन गर्ने सेन्सेटिभ परिसूचक समेत २.६२ बिन्दुले घटेर १ हजार २२५
24,Sakonii/distilgpt2-nepali,घरमा किशोरले ,घरमा किशोरले  बलात्कार गर्ने प्रयास गरेका थिए तर पछि उनीहरुको शव प्रहरीले फेला पारेपछि उनलाई गाउँ निकाला गरिएको हो । उनले गत बर्ष पनि बलात्कार नभएको बताएकी थिइन् । यो प्रश्नको जवाफका लागि ‘डिभोर्स’ नै किन चाहियो?
25,Sakonii/distilgpt2-nepali,घरमा किशोरले ,"घरमा किशोरले  पहिलो पटक फोन गरेर भने – ‘मेरा हजुरबा, यो बच्चा एक्कासी कसरी ल्याउनुभयो? मैले बच्चाका लागी मात्रै घर जान दिनुभन्दा पहिला त घर पनि जान दिइसकेका थियौँ ।’ उनले भनिन्–‘ मैले छोरीलाई नै बच्चा जन्माएको हुँ"
26,Sakonii/distilgpt2-nepali,घरमा किशोरले ,"घरमा किशोरले  यौन सम्पर्क गर्न नमानेको भन्दै मुद्दा दर्ता भएको छ । Home » सामाजिक सुरक्षा संचालन गर्ने सम्वन्धि सूचना नेपालको ३६ जिल्लामा व्यवसायिक पुष्पखेती, ६१ प्रतिशतले भाडाको जग्गा प्रयोग गर्ने"
27,Sakonii/distilgpt2-nepali,घरमा किशोरले ,"घरमा किशोरले  विवाह गर्न पाउने ० प्रदेश सरकारले नै प्रदेशको लागि एउटा नमुना प्रदेश बनाउनुपर्छ । त्यसका लागि आफनो क्षेत्रलाई समेटेर बजेट आउँदैछ? Home » लेटाङ नगरपालिकाको न्यायिक समिति गठन, व्यवस्थापन गर्नु पर्ने आवश्यक निर्णय वडाहरु"
28,Sakonii/distilgpt2-nepali,घरमा किशोरले ,"घरमा किशोरले  पनि आत्महत्या गरेको प्रहरीको तथ्याङक छ । शेयर गर्ने बारे यो पोष्टलाई शेयर गर्नुहोस् Messenger यो पोष्टलाई शेयर गर्नुहोस् तपाईको प्रतिक्रिया दिनुहोस् जिल्ला अस्पताल,"
29,Sakonii/distilgpt2-nepali,घरमा किशोरले ,घरमा किशोरले  आफूलाई बलात्कार गरेकाले हत्या भएको किशोरीको परिवारलाई खबर गरिन् । किशोरीले आमालाई आफूभन्दा अघि नै गर्भवती हुने गरी कुटपिट गरेको भिडियो भाइरल भएपछि स्थानीयले प्रहरीलाई खबर गरेपछि प्रहरीले घटनास्थल पुर् यायो । यो सामग्री स्कीप गर्नुहोस्
30,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  धेरै काम पाउँछन् । काठमाडौं, २३ मंसिर । सरकारले नेपाल आयल निगमले पेट्रोलियम पदार्थको मूल्य वृद्धि गरेको विरोधमा नेपाल आयल निगमले इन्धनको मूल्यबृद्धि गरेको छ। बुधबार राती १२ बजेदेखि लागू हुने गरी निगमले पेट्रोल, डिजल र खाना पकाउने"
31,Sakonii/distilgpt2-nepali,काममा किशोरले ,काममा किशोरले  कस्तो कदम चालेको बताए । काठमाडौं । काठमाडौंको ठमेलमा रहेको र हिमाली भेगका केही स्थानहरुमा छायांकन गरिएको फिल्म ‘चङ्गा चेट’को ट्रेलर रिलिज गरिएको छ । ट्रेलरमा चलचित्रका मुख्य कलाकारहरुको भुमिकालाई देखाइएको छ । निर्देशक रामबाबु
32,Sakonii/distilgpt2-nepali,काममा किशोरले ,काममा किशोरले  भने । रामा र कान्छीलाई लिएर आइन् । रामाको विवाह भएको तीन वर्षसम्म कसैले पनि सम्बन्ध स्विकारेनन् । नेपाल टेलिकमले ‘टेलिकम’ प्रयोग गर्ने यी हुन्
33,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  आफ्ना बाबुआमालाई ‘आफूलाई के भन्न चाहनुहुन्छ?’ भनेर प्रश्न गरेका छन् । तर, यो प्रश्नमाथि यो प्रश्न सोधिएको छ । कुनै नयाँ पत्रिकाले छापेको एउटा समाचारबारे समाचार छाप्ने भन्दै गरेको छ, ‘काकाम नै हुँदैन ।’ कान्तिपुर"
34,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  के गरे, जुन कुनै महिलाले होइन, समाजकै लागि घातक हुन्छन् भन्ने उदाहरण हो— किशोरको शारीरिक सम्बन्ध । शारीरिक सम्बन्धका आधारमा किशोरकै व्यवहारले समाज नै बदल्ने सम्भावना बढेको छ । तर, किशोरको व्यवहारले किशोरको मनोविज्ञान बिग्रनुमा"
35,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  आफूविरुद्ध परेको उजुरीपछि प्रहरीमा उजुरी गरेका थिए। उनले भनिन्, ‘मैले प्रहरीसँग उजुरी माग गरेपछि निवेदन नै दर्ता गरेकी छैन ।’ सम्बन्धित शीर्षकहरु तपाईको प्रतिक्रिया आजको दिन के के-के गरे जीवनमा अफ्ठ"
36,Sakonii/distilgpt2-nepali,काममा किशोरले ,काममा किशोरले  कुनै समस्या झेल्नु पर्दैन? त्यसैले किशोरलाई राम्रो शिक्षा दिनका लागि मात्र नभएर अभिभावकको कर्तव्यसमेत निर्वाह गर्नु आवश्यक छ । युवा उमेरमा आफ्ना सन्तानलाई सुन्दर र शान्त वातावरणले भरिपूर्ण बनाउन आमाबाबुलाई राम्रो वातावरण आवश्यक छ । किशोर–किशोर
37,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  गरेको एक अध्ययनले नेपाली युवामा हुने मानसिक स्वास्थ्य, कामुकताको तनाव, तनाव, मानसिक तनाव, मानसिक तनाव आदि लाई उजागर गरेको पाइएको छ । अध्ययन, अनुसन्धान प्रतिवेदनहरूमा नेपालका ७७ प्रतिशत युवा मानसिक तथा मानसिक समस्यामध्ये १५ प्रतिशत युवा"
38,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  सँगै बसेका बेला काम गरे भने उनलाई पनि उनले काम गरेको देख्नेहरुले बताएका छन् । उनी भन्छन्, 'अब पनि उनीहरुसँग काम गर्ने वातावरण बन्छ ।' काठमाडौं, जेठ १७ – नेपाल विद्यार्थी संघले प्रधानमन्त्री केपी शर्मा ओलीले शिक्षा क्षेत्रको"
39,Sakonii/distilgpt2-nepali,काममा किशोरले ,काममा किशोरले  एउटा किताब र त्यसमा पढ्न पाइन्छ भन्ने आशा राख्थे । अहिले उनले आफ्नै ‘ट्वान्टी अफ इण्ड्री’ पुस्तक पनि पढ्न भ्याएका छन् । एउटा कविताका लेखक रामबाबु गुरुङको किताब । ← slider
40,Sakonii/distilgpt2-nepali,काममा किशोरले ,काममा किशोरले  गर्ने गरेको कामको मुल्याङ्कन हुन्छ। यो कुनै राम्रो काम गर्नु हुँदैन। यसले काम गर्दैन। बरु यसलाई निरन्तर काम गर्न सके राम्रो हुन्छ। अब हरेक वर्ष हुने मेला यही मंसिर ६ गते सोमबार बिहान ८ बजेबाट ११:३० बजे काठमाडौंमा हुने
41,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  धेरै कुरा सिक्ने मौका पाउँछन् । सरकारले यस विषयमा गम्भीर नभएको र यो सरकार असफल भएको बताउँदै आएको छ। ← एक वर्षमै १० अर्ब नाफा, ८ महिनामा २८ अर्ब कमाई ""https://ne.wikiped"
42,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  सहयोग गरिदिएका छन् । Nagarik News - क–कसले पाए शेयर –महिला खबर– ललितपुर । ललितपुर महानगरपालिका– २, सानेपा नेपाली कांग्रेसले राष्ट्रियसभा गठनबारे राष्ट्रपति रामवरण यादवले प्रधानमन्त्री देउवालाई गरेको"
43,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  बढी रुचाउँछन् । यो कामका लागि किशोरले समय मिलाउनुपर्ने हुन्छ । नेपालको संविधान तर यस विषयमा सरकार भने संवेदनशील हुन सकेको छैन । भिडियो ग्यालरी नेपाल रेडक्रस सोसाइटी मोरङका सभापति श्यामकृष्ण श्रेष्ठ,"
44,Sakonii/distilgpt2-nepali,काममा किशोरले ,"काममा किशोरले  पनि सहभागिता जनाएका थिए। नेपालीमा अनुवाद गर्नुहोस् आज प्रकाश दाहालको स्मृति दिवस, कस्ता थिए उनी..के-के गरे जीवनमा..( नजिकबाट चिनौ ) ""https://ne"
45,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,पार्टीमा किशोरले  एउटा कुरा भने नि! नेपालमा बसेर केहि गर्ने हाम्रो चाहना र तपाईं हरुको होउसलाले हामी लाई अगाडी बद्न सहयोग गर्नेछ । धन्यवाद!! 'लभ स्टेशन'मा 'चर्चबार'को '
46,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,पार्टीमा किशोरले  आत्महत्या गरेको अनुसन्धानबाट खुलेको छ । नेपालको शान्ति प्रक्रिया विश्वकै लागि स्मरणीयः सभामुख महरा काठमाडौं । प्रधानमन्त्री पुष्पकमल दाहाल‘प्रचण्ड’ले आज देशवासीका नाममा सम्बोधन गर्दै स्थानीय तहलाई देश 
47,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,पार्टीमा किशोरले  यौनकर्मीलाई पैसा दिने गरेको रहस्य खुलासा गरेका छन । नेपालको संविधानको धारा २९२ मा राष्ट्रिय दलको मान्यता प्राप्त वा प्रादेशिक सभा सदस्य पदमध्ये जुन दलको मात्र राष्ट्रिय दलको मान्यता हुने उल्लेख छ । यैटरिना
48,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,पार्टीमा किशोरले  गरेको विरोधलाई निकै महत्वका साथ हेरिएको छ । नेपाली भाषाका ब्लगहरू सूचना विभाग दर्ता नं. ८८६-०७५/७६ -कस्तो लाग्छ? यी कुरा गर्दा म आफैं पनि भावुक हुन्छु । तर म
49,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,पार्टीमा किशोरले  पनि चुनाव जित्ने सम्भावना कायमै रहेको छ । विज्ञापनको लागि नेपाल राष्ट्र बैंकले बुधबार तोकेको विनिमय दर यी हुन् बलिउडमा सबैभन्दा धनी हिरोइन के तपाई कम्प्युटरमा नेपाली बाटै लेख्न
50,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,"पार्टीमा किशोरले  विवाह प्रस्ताव राखेका बताइएको छ । “आर्ट मुकाज बुक""को सार्वजनिक _ suryakhabar.com नेपाल स्टक एक्सचेन्ज (नेप्से)मा आज पनि १० खर्ब भन्दा बढीको कारोबार भएको छ । साताभरीमा १ खर्ब ९"
51,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,"पार्टीमा किशोरले  पनि केही समययता सामाजिक संजालमा पोष्ट भएको भिडियो आफ्नो फेसबुक वालमा पोस्ट गरेका थिए,... यस IP को बारेमा वार्तालाप गर्ने Next articleसंघीय संसदमा दर्ता भएको विधेयक पारित Home -"
52,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,पार्टीमा किशोरले  यसरी गरे मतदान (फोटोफिचर) _ बिगुल न्यूज लेस्टर प्लानेटेरियमका कार्यकारी निर्देशकका अनुसार अमेरिकामा अहिलेसम्मकै सबैभन्दा धेरै मानिस अमेरिका आउने अनुमान गरिएको छ । आजको राशिफल / वि.सं. २०७४ फाल्गुन २७ गते
53,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,"पार्टीमा किशोरले  आफ्नै छोरासँग बिहे गर्ने भएपछि... प्रतिकृया दिनुहोस् अब स्थानीय तहमा बैंक खोल्ने तयारी, कुन ठाउँमा कुन बैंकको शाखा खोल्न पाइन्छ? ""https://ne.wikipedia.org/w/"
54,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,"पार्टीमा किशोरले  आफ्नो जीवनमा के गर्ने भन्ने कुरा थाहा नभएको बताएका छन् । उनले आफ्नो बाल्यकालको संस्मरण लेख्ने र बोल्ने क्रममा उनले आफूलाई कुन कुराको भोक लागेको हो भन्ने बताएका छन् । उनले दुई दशकदेखि नेपाली साहित्यमा समेत उत्तिकै कलम चलाउन थाले, लेखन"
55,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,पार्टीमा किशोरले  पार्टीमा कुनै नयाँ बहस चलाउन सकेनन् । उनले सिधै केन्द्रीय समिति बैठकमा भाग लिन पाएनन् । एक वर्ष पहिलाको केन्द्रीय समिति बैठकमा भने पार्टी सभापति एवं प्रधानमन्त्री केपी ओलीको अनुपस्थितिलाई लिएर विवाद भइरहेको थियो । उनको अनुपस्थितिलाई लिएर संस्थापन पक्षले नयाँ
56,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,"पार्टीमा किशोरले  आफ्नो यौन जीवन नै अन्त्य गर्न सक्छन् । प्रदेश ४ लाई प्राथमिकता दिनुपर्छ : मुख्यमन्त्री गुरुङ तपाईको ईमेल गोप्य राखिनेछ नेपालमा संघीयता कार्यान्वयनको जगमा धेरै पहिले देखि नै विभिन्न कानुनहरु बनेका छन्, जसले संघीयतालाई सफल"
57,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,"पार्टीमा किशोरले  भाग लिन नपाउने (सुचना र संगितको ध्वनि छर्दै, शुक्लागण्डकीको विकासमा भने) साथ दिएनन् नेपाली साहित्यमा डायास्पोराको भूमिका विषयक अर्न्तरक्रिया तथा पुरस्कार वितरण समारोह २०६८ को भिडियो काठमाडौं । निर्वाचन"
58,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,"पार्टीमा किशोरले  आफ्नो साथीलाई पनि भेट गराउने काम गरेका छन् । म एउटा सिपाहीको छोरो हुँ, देशलाई अगाडि बढाउँ । मलाई अहिले पनि मन पर्दैन । मेरो मनले मलाई माया गर्छ । हाम्रो बारेमा काठमाडौं, असोज ५"
59,Sakonii/distilgpt2-nepali,पार्टीमा किशोरले ,"पार्टीमा किशोरले  नै प्रशिक्षण र भेटघाट गर्न सक्ने भएको छ। उनले भने, 'पहिलो चरणमा स्थानीय तहबाट पनि केही तालिम र कार्यक्रम लिएरै आएका छन्।' स्थानीय तहमा पनि विभिन्न कार्यक्रमका लागि युवा स्वयंसेवक परिचालन गर्नुपर्ने उनको सुझाव छ। ‘महिलाले सम्पत्ति पाउने उमेरको"
60,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,अनलाइनहुँदा किशोरले  इमेलमार्फत आफ्ना भावनाहरूको पूर्ण उपयोग गर्न सक्नुहुन्छ । (हेर्नोस् भिडियो ) नेपाल प्रहरी सन् २०१७ को मार्च महिनामा दक्षिण कोरियामा ६.१ म्याग्निच्युडको भूकम्प जाँदा ७.३ म्याग्निच्युडको गएको
61,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,अनलाइनहुँदा किशोरले  एक पटक हेर्नै पर्ने चलचित्र नेपालको संविधान २०७२ मा भाग १५ धारा ३ उपधारा एक महिनादेखि सिंहदरबार गएका छैनन् प्रधानमन्त्री ओली नयाँ दिल्ली । भारतीय प्रधानमन्त्री नरेन्द्र मोदी आगामी शुक्रबार भारतको तीन दिने राजकीय भ्रमणमा आउँदैछन्
62,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,अनलाइनहुँदा किशोरले  कुन काम मन पराएको छ भन्ने कुरो समेत थाहा पाउन सकेका छैनन् । तपाईको प्रतिक्रिया आज बिहान ३:०० बजे राष्ट्रपति भण्डारीले त्रिभुवन विश्वविद्यालमा दीक्षान्त समारोहमा दीक्षित हुने खबर प्राप्त भएको थियो। आजै राष्ट्रपति भवन शीतलनिवासमै
63,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,अनलाइनहुँदा किशोरले  नै ‘हावा फुकेन’को गीत गाएपछि मेरो मनमा चिसो पसेको थियो । आफ्नो गीतका कारण नै मेरो मनलाई खिन्न भएको थियो । थन छु स्वाइ प्रतिक्रिया दिनुहोस् 
64,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,"अनलाइनहुँदा किशोरले  आफ्नो उमेरलाई स्वाभाविक आकार दिन थालेका थिए। तर, अब त्यो परिवर्तनसँगै नेपालीको जीवन नै फेरिने छ । आफ्नो करियरको दौडमा विदेशीनु भन्दा धेरै बढी नेपालीको लागि प्रेरणा हुने विश्वास गरिन्छ । नेपालमा बढ्दो श्रम शक्तिको सही प्रभावले"
65,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,"अनलाइनहुँदा किशोरले  कुन-कुन काम गर्छन् भन्ने थाहा पाउन आवश्यक हुन्छ । यसको अर्थ किशोरहरूले कुन-कुन काम गर्छन् भन्ने कुरा पत्ता लगाउन सक्छ । 'निजामती कर्मचारी काम नगर्ने लम्पटहरुको जमात हो' """
66,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,अनलाइनहुँदा किशोरले  मात्र पढ्न सक्छन्। नेपाली पात्रो शेयर गर्नुहोस् Home » Bidding » Photo Gallary » भरतपुरको मतपत्र च्यातिएपछि भरतपुरको मतगणना स्थगित यो पोष्टलाई शेयर गर्नुहोस्
67,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,"अनलाइनहुँदा किशोरले  केही दिनअघि डिलिट गरेका थिए,'उनले भने। तर त्यो बेला भिडियो ग्यालरी © २०१७ नेपलिज _ सर्वाधिकार सुरक्षित हाम्रोबारेमा यी"
68,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,"अनलाइनहुँदा किशोरले  सहज रुपले बुझ्न नसक्दा उनीहरु यौन व्यवसायबाट विस्थापित हुन पुगेको हो । उनीहरुले यौन व्यवसायमा संलग्न हुने युवाहरुलाई संगठित गर्दै यौनजन्य अपराध, अपहरण तथा यौनशोषण बिरुद्ध अभियानमा योगदान दिनुका साथै आवश्यक संरक्षण दिनसमेत सहयोग पु¥याउनाका साथै हिंसा र विकृति"
69,Sakonii/distilgpt2-nepali,अनलाइनहुँदा किशोरले ,"अनलाइनहुँदा किशोरले  केही पनि लेख्न नसक्ने बताए । “आजको खेल र खेलपछिको तयारीका बारेमा केही जानकारी हुनेभएपछि यहाँ टोली आउने जानकारी आएको छ, ल ।” सन् २०१६ मा चीनको सान्या सहरमा सम्पन्न विश्वकै सबैभन्दा ठूलो"
